area_type,availability,size,society,total_sqft,bath,balcony,price,site_location,crime_rate,essential_services_nearby
Super built-up  Area,Ready To Move,3 BHK,,1527,3.0,2.0,115.0,Salunke Vihar,0.4117616721533579,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Juoryma,985,2.0,1.0,45.0,Sasson Road,0.7603095321605767,hospital
Built-up  Area,Ready To Move,4 Bedroom,,3300,4.0,2.0,135.0,Satara Road,0.8672389432682335,school
Super built-up  Area,18-Jun,2 BHK,Asarqz ,1277,2.0,1.0,77.0,Senapati Bapat Road,0.7855673061496118,school
Super built-up  Area,18-May,2 BHK,CMoneoo,1100,2.0,1.0,62.0,Shaniwar Peth,0.6236295972741769,hospital
Super built-up  Area,Ready To Move,3 BHK,Brony H,1820,3.0,2.0,140.0,Shivaji Nagar,0.5253604679909188,school
Super built-up  Area,Ready To Move,4 BHK,,1530,3.0,3.0,87.0,Shukrawar Peth,0.3438700277817681,school
Super built-up  Area,Ready To Move,3 BHK,PrdgeSo,1886,3.0,2.0,205.0,Sinhagad Road,0.7522586111205952,hospital
Plot  Area,Ready To Move,3 Bedroom,,1200,2.0,0.0,190.0,Somwar Peth,0.3056867750047184,hospital
Super built-up  Area,Ready To Move,3 BHK,BrdgeNo,1880,4.0,2.0,110.0,Swargate,0.3560287171167751,school
Super built-up  Area,Ready To Move,2 BHK,Shateor,1255,2.0,2.0,52.35,Tilak Road,0.5590701937790633,petrol_pumps
Super built-up  Area,21-Dec,2 BHK,PrarePa,700,2.0,1.0,36.0,Uruli Devachi,0.714325187466327,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1140,2.0,2.0,46.0,Vadgaon Budruk,0.2774074612155206,school
Built-up  Area,18-Aug,2 BHK,Sryalan,1025,2.0,1.0,29.6,Wadgaon Sheri,0.9941920545456642,school
Built-up  Area,Ready To Move,4 Bedroom,ArsiaEx,3453,4.0,2.0,247.0,Viman Nagar,0.2572901717213536,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1490,2.0,2.0,59.6,Vishrant Wadi,0.8614497404897254,school
Plot  Area,Ready To Move,4 Bedroom,,1200,4.0,2.0,165.0,Wagholi,0.6252857794429335,hospital
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,1850,3.0,2.0,140.0,Wakadewadi,0.3421637797756065,school
Super built-up  Area,Ready To Move,2 BHK,,1250,2.0,1.0,78.0,Wanowrie,0.7108464628361402,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,,2400,3.0,1.0,108.0,Warje,0.250995671725858,hospital
Super built-up  Area,Ready To Move,4 BHK,Soianal,3522,5.0,3.0,716.0,Yerawada,0.004487460333379323,school
Super built-up  Area,18-Dec,2 BHK,Vaniai ,1244,2.0,2.0,88.0,Alandi Road,0.7967858265986327,school
Plot  Area,Ready To Move,4 Bedroom,,623,4.0,1.0,75.0,Ambegaon Budruk,0.7272282111697751,petrol_pumps
Super built-up  Area,18-Dec,2 BHK,DSestSt,1025,2.0,1.0,28.57,Anandnagar,0.001392660407946389,hospital
Super built-up  Area,Ready To Move,2 BHK,DSlesSp,1034,2.0,1.0,38.0,Aundh,0.1807819288152399,petrol_pumps
Super built-up  Area,18-Jan,3 BHK,DSestSt,1191,2.0,2.0,33.34,Aundh Road,0.7072460773272881,school
Super built-up  Area,Ready To Move,3 BHK,Maowsve,1719,3.0,2.0,71.0,Balaji Nagar,0.4326154756122538,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1035,2.0,1.0,39.33,Baner,0.7693676985975146,school
Plot  Area,Ready To Move,4 Bedroom,,1500,3.0,2.0,230.0,Baner road,0.790062289923581,petrol_pumps
Super built-up  Area,18-Dec,3 BHK,SJerse ,1470,2.0,2.0,84.22,Bhandarkar Road,0.9392169408732897,hospital
Super built-up  Area,Ready To Move,2 BHK,,1140,2.0,1.0,50.66,Bhavani Peth,0.903484029766095,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,SosicCl,1752.12,3.0,2.0,125.0,Bibvewadi,0.5739921788827214,hospital
Plot  Area,Ready To Move,6 Bedroom,,600,6.0,2.0,80.0,Bopodi,0.05558220354916521,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,600,3.0,1.0,84.0,Budhwar Peth,0.36009039924472486,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Brica E,2990,3.0,2.0,170.0,Bund Garden Road,0.2617340411994954,hospital
Super built-up  Area,Ready To Move,3 BHK,SNity S,1660,3.0,2.0,85.0,Camp,0.971898414756448,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Pao 3ow,1275,3.0,3.0,63.43,Chandan Nagar,0.9572372375247191,hospital
Super built-up  Area,18-Jun,3 BHK,,1365,3.0,1.0,52.81,Dapodi,0.9860923986116493,school
Plot  Area,Ready To Move,3 Bedroom,,1200,2.0,0.0,90.0,Deccan Gymkhana,0.47880275488498836,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,2546,3.0,,170.0,Dehu Road,0.5919989823535272,petrol_pumps
Super built-up  Area,20-Oct,3 BHK,Brens7 ,1392,3.0,1.0,69.46,Dhankawadi,0.6483276805120038,hospital
Super built-up  Area,18-Mar,2 BHK,Asarqz ,1245,2.0,1.0,59.76,Dhayari Phata,0.025202121967332958,petrol_pumps
Built-up  Area,Ready To Move,5 Bedroom,,1200,3.0,1.0,65.0,Dhole Patil Road,0.45739340704248377,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,IBityin,1162,2.0,2.0,64.08,Erandwane,0.44911982432269526,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,EAvarum,1476,2.0,1.0,73.0,Fatima Nagar,0.04492397840858875,school
Built-up  Area,Ready To Move,1 BHK,,700,1.0,1.0,21.5,Fergusson College Road,0.9141727039339896,hospital
Built-up  Area,Ready To Move,6 Bedroom,,3600,6.0,1.0,170.0,Ganesh Peth,0.4868756365189455,school
Built-up  Area,Ready To Move,2 BHK,DLhtsen,943,2.0,2.0,48.0,Ganeshkhind,0.6739417958593951,hospital
Plot  Area,Ready To Move,2 Bedroom,,1150,2.0,1.0,170.0,Ghorpade Peth,0.6213960166757074,school
Super built-up  Area,Ready To Move,2 BHK,VHinoel,1113,2.0,1.0,44.5,Ghorpadi,0.12124266679640505,school
Super built-up  Area,20-Dec,3 BHK,Myple M,1615,3.0,2.0,69.43,Gokhale Nagar,0.7997163655734125,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,ETens G,1279,2.0,3.0,100.0,Gultekdi,0.26053514505595,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1256,2.0,1.0,60.0,Guruwar peth,0.2878044761634123,hospital
Built-up  Area,Ready To Move,3 BHK,,1805,3.0,2.0,280.0,Hadapsar,0.6894343178135447,school
Built-up  Area,Ready To Move,3 BHK,Suiseit,1350,3.0,1.0,65.0,Hadapsar Industrial Estate,0.5980889567314642,petrol_pumps
Super built-up  Area,18-May,3 BHK,,1525,3.0,2.0,68.63,Hingne Khurd,0.6200536031495354,hospital
Super built-up  Area,18-Aug,2 BHK,ProdsWe,1357,2.0,1.0,123.0,Jangali Maharaj Road,0.6373658921020148,hospital
Super built-up  Area,19-Mar,3 BHK,Raard B,1645,3.0,2.0,117.0,Kalyani Nagar,0.01807073598998299,hospital
Super built-up  Area,Ready To Move,3 BHK,SoystAm,1777.26,3.0,2.0,92.0,Karve Nagar,0.23267582839197953,hospital
Super built-up  Area,Ready To Move,2 BHK,Prityel,845,2.0,2.0,32.0,Karve Road,0.31059197234539127,school
Built-up  Area,Ready To Move,2 BHK,,900,2.0,0.0,25.0,Kasba Peth,0.22517679958544767,school
Super built-up  Area,18-Sep,2 BHK,Soamsay,1210,2.0,1.0,64.15,Katraj,0.9109623275451478,petrol_pumps
Super built-up  Area,19-Aug,2 BHK,,829,2.0,1.0,22.8,Khadaki,0.868319909785064,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,1879,3.0,2.0,155.0,Khadki,0.22789993595360092,petrol_pumps
Super built-up  Area,17-Jun,3 BHK,Collsrn,1250,2.0,2.0,50.0,Kharadi,0.5542895055499806,petrol_pumps
Built-up  Area,Ready To Move,4 Bedroom,,1200,2.0,2.0,35.0,Kondhwa,0.2958153971857179,petrol_pumps
Super built-up  Area,19-Mar,3 BHK,Unezes ,1108,2.0,1.0,60.0,Kondhwa Budruk,0.5339958146699628,hospital
Super built-up  Area,18-Aug,3 BHK,,1401,3.0,2.0,69.0,Kondhwa Khurd,0.15293949292510955,hospital
Super built-up  Area,19-Oct,3 BHK,AsastDe,1157,2.0,1.0,75.0,Koregaon Park,0.22065065493164215,school
Built-up  Area,Ready To Move,2 BHK,SaaceSa,1185,2.0,1.0,42.66,Kothrud,0.5420811590012149,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Soweray,1751,3.0,2.0,115.0,Law College Road,0.04275248264114928,hospital
Plot  Area,Ready To Move,5 Bedroom,,1550,3.0,1.0,250.0,Laxmi Road,0.2775974536469624,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,SNity S,1880,3.0,2.0,96.5,Lulla Nagar,0.04487998253919101,hospital
Super built-up  Area,20-Dec,3 BHK,Somns T,1235 - 1410,3.0,0.0,40.985,Mahatma Gandhi Road,0.3417891724163742,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1175,2.0,2.0,38.0,Mangalwar peth,0.21756029172421176,school
Built-up  Area,Ready To Move,2 BHK,Prensin,1407,2.0,1.0,98.49,Manik Bagh,0.26605104195393314,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Shentnd,1000,2.0,2.0,50.0,Market yard,0.21691506688801265,hospital
Super built-up  Area,Ready To Move,3 BHK,Briumri,1518,3.0,3.0,75.0,Model colony,0.2636279013443864,school
Plot  Area,Ready To Move,4 Bedroom,,3600,4.0,2.0,300.0,Mukund Nagar,0.9108666724768214,school
Super built-up  Area,18-May,2 BHK,Sahtsva,1027,2.0,1.0,67.0,Mundhawa,0.03744763835669784,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Soeurri,3730,6.0,2.0,430.0,Nagar Road,0.7705384957253243,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,NRosete,1145,2.0,2.0,46.0,Nana Peth,0.3006902523978605,school
Super built-up  Area,18-Aug,2 BHK,ProdsWe,1260,2.0,2.0,113.0,Narayan Peth,0.9114638954087313,hospital
Super built-up  Area,Ready To Move,3 BHK,Dhalsh ,1500,2.0,3.0,47.25,Narayangaon,0.07476099815059578,school
Super built-up  Area,Ready To Move,3 BHK,DSingSt,1737,2.0,1.0,57.32,Navi Peth,0.32770782760080763,petrol_pumps
Super built-up  Area,18-Dec,4 BHK,Exitym ,3484 - 3550,,,161.5,Padmavati,0.08866462562481192,hospital
Plot  Area,Ready To Move,3 Bedroom,,1600,4.0,1.0,120.0,Parvati Darshan,0.7331185604716381,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Sonosty,1500,3.0,2.0,135.0,Pashan,0.22401291626649744,hospital
Plot  Area,Ready To Move,2 Bedroom,,1120,2.0,0.0,60.0,Paud Road,0.5521919715140835,school
Plot  Area,Ready To Move,3 Bedroom,,1200,4.0,1.0,240.0,Pirangut,0.5113996244835948,school
Super built-up  Area,18-Dec,2 BHK,Inaxyga,1030,2.0,1.0,46.5,Prabhat Road,0.8588939855819981,school
Built-up  Area,Ready To Move,6 Bedroom,,2500,6.0,1.0,88.0,Pune Railway Station,0.5823028981113115,school
Super built-up  Area,Ready To Move,2 BHK,Sulya A,1057,2.0,1.0,35.0,Rasta Peth,0.36893673522097303,hospital
Super built-up  Area,18-Dec,4 BHK,Jaades ,2774,4.0,3.0,208.0,Raviwar Peth,0.6411961535441386,school
Super built-up  Area,Ready To Move,2 BHK,SLaceda,1460,2.0,2.0,38.5,Sadashiv Peth,0.8013429579594915,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,ARureig,1075,2.0,1.0,53.7,Sahakar Nagar,0.26235462436264234,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1080,2.0,1.0,60.0,Salunke Vihar,0.025639410580631683,school
Super built-up  Area,19-Dec,4 BHK,Priesla,3626,5.0,3.0,788.0,Sasson Road,0.5339941122681026,petrol_pumps
Super built-up  Area,Ready To Move,6 BHK,,5100,7.0,,225.0,Satara Road,0.7305082512483383,school
Super built-up  Area,Ready To Move,2 BHK,SLowse ,1139.7,2.0,1.0,45.0,Senapati Bapat Road,0.6406491302673043,petrol_pumps
Super built-up  Area,18-Jun,2 BHK,ARipsul,1074,2.0,1.0,42.8,Shaniwar Peth,0.9193455336169087,hospital
Plot  Area,18-Jul,2 Bedroom,,1200,2.0,1.0,46.13,Shivaji Nagar,0.16427822195627306,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Puallhi,2425,5.0,1.0,175.0,Shukrawar Peth,0.2633200732982184,school
Super built-up  Area,Ready To Move,2 BHK,Maantr ,1323,2.0,2.0,74.0,Sinhagad Road,0.16719609660279844,petrol_pumps
Super built-up  Area,18-Aug,2 BHK,Puachal,1232,2.0,1.0,69.61,Somwar Peth,0.8709091996147872,school
Super built-up  Area,Ready To Move,2 BHK,Prmesi ,900,2.0,1.0,40.0,Swargate,0.44404061387646954,school
Super built-up  Area,Ready To Move,1 BHK,Soe 2as,740,1.0,1.0,23.65,Tilak Road,0.2910181635425436,petrol_pumps
Super built-up  Area,18-Dec,3 BHK,Mahosya,1920,3.0,2.0,134.0,Uruli Devachi,0.9823176721768108,school
Plot  Area,Ready To Move,1 Bedroom,,38Guntha,1.0,0.0,170.0,Vadgaon Budruk,0.4085450352165392,hospital
Super built-up  Area,Ready To Move,3 BHK,SNity S,1550,3.0,2.0,96.0,Wadgaon Sheri,0.8442007772949464,hospital
Super built-up  Area,Ready To Move,3 BHK,MyhtsHe,1588,2.0,3.0,90.0,Viman Nagar,0.8735589433854841,school
Built-up  Area,Ready To Move,3 Bedroom,,2300,4.0,1.0,240.0,Vishrant Wadi,0.569627304224622,hospital
Built-up  Area,Ready To Move,9 Bedroom,,3600,8.0,2.0,165.0,Wagholi,0.15009592080312784,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1308,2.0,1.0,86.0,Wakadewadi,0.6207612871125706,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,MDncyhi,1340,2.0,2.0,54.27,Wanowrie,0.2609346700241215,petrol_pumps
Plot  Area,Ready To Move,10 Bedroom,,3280,9.0,3.0,450.0,Warje,0.27426965615336385,petrol_pumps
Built-up  Area,Ready To Move,4 BHK,,2170,3.0,2.0,265.0,Yerawada,0.6584002886679923,hospital
Super built-up  Area,Ready To Move,3 BHK,Soitya ,1719,3.0,2.0,135.0,Alandi Road,0.9776154386166678,hospital
Super built-up  Area,Ready To Move,2 BHK,Maows M,1107.83,2.0,1.0,41.51,Ambegaon Budruk,0.4241673772772111,hospital
Plot  Area,18-Jul,2 Bedroom,,1200,2.0,1.0,45.84,Anandnagar,0.118066753437304,hospital
Built-up  Area,18-Dec,1 BHK,,1090,2.0,1.0,31.48,Aundh,0.6744471882999066,petrol_pumps
Plot  Area,Ready To Move,5 Bedroom,,1500,5.0,2.0,210.0,Aundh Road,0.838146226902158,hospital
Super built-up  Area,18-Dec,3 BHK,BrdgeNo,1660,3.0,2.0,104.0,Balaji Nagar,0.11280952269981703,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,K dotna,1247,2.0,1.0,58.56,Baner,0.6381267954116114,hospital
Super built-up  Area,18-May,3 BHK,Bhmesy ,1595,3.0,2.0,96.0,Baner road,0.8552131919186344,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,JaaldEm,1175,2.0,2.0,50.0,Bhandarkar Road,0.7266787907503327,school
Plot  Area,Ready To Move,8 Bedroom,,1200,8.0,,135.0,Bhavani Peth,0.05821249581853982,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,VSletes,1184,2.0,1.0,78.0,Bibvewadi,0.3477198773885286,school
Super built-up  Area,Ready To Move,2 BHK,Srhan P,1100,2.0,2.0,55.0,Bopodi,0.6236707734388232,school
Plot  Area,18-Apr,2 Bedroom,,935,2.0,0.0,78.0,Budhwar Peth,0.17589884268421163,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Niareum,1200,2.0,2.0,60.0,Bund Garden Road,0.024684262437239424,hospital
Plot  Area,Ready To Move,5 Bedroom,,2400,5.0,1.0,408.0,Camp,0.9974042681891674,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1000,2.0,1.0,45.0,Chandan Nagar,0.05615329441775574,school
Built-up  Area,Ready To Move,2 BHK,KBnnupu,1000,2.0,0.0,52.0,Dapodi,0.8400033972461349,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Prensya,1705,3.0,2.0,85.0,Deccan Gymkhana,0.9749456308209761,hospital
Built-up  Area,Ready To Move,3 BHK,Mairer ,1060,2.0,2.0,58.3,Dehu Road,0.8850924285369877,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,Theanmp,2325,4.0,1.0,120.0,Dhankawadi,0.05692695228250144,school
Super built-up  Area,17-Mar,3 BHK,DiiteR ,1347,2.0,2.0,55.0,Dhayari Phata,0.8426630532205092,hospital
Plot  Area,Ready To Move,8 Bedroom,,1200,8.0,3.0,250.0,Dhole Patil Road,0.47353026262548903,petrol_pumps
Super built-up  Area,17-Dec,2 BHK,Unris E,1402,2.0,2.0,95.0,Erandwane,0.7625690229467798,school
Super built-up  Area,18-Oct,3 BHK,Prtates,2280,4.0,2.0,125.0,Fatima Nagar,0.6236222720006352,hospital
Super built-up  Area,Ready To Move,2 BHK,,1225,2.0,2.0,71.05,Fergusson College Road,0.6016332527297938,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Maodser,1080,2.0,1.0,53.0,Ganesh Peth,0.21635294237942748,hospital
Built-up  Area,18-Apr,7 Bedroom,,4000,7.0,,90.0,Ganeshkhind,0.9388298590700934,school
Super built-up  Area,Ready To Move,3 BHK,,1919,3.0,0.0,300.0,Ghorpade Peth,0.623265803459069,hospital
Built-up  Area,Ready To Move,2 BHK,Dhalsh ,1100,2.0,2.0,42.6,Ghorpadi,0.5436938908365688,school
Super built-up  Area,Ready To Move,4 BHK,DSndsod,2500,4.0,3.0,225.0,Gokhale Nagar,0.8654486020534509,petrol_pumps
Super built-up  Area,22-Jan,2 BHK,PrarePa,1200,2.0,2.0,78.0,Gultekdi,0.3388741990532683,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Dhalsh ,1565,2.0,2.0,57.91,Guruwar peth,0.9177071193305528,hospital
Plot  Area,18-Apr,2 Bedroom,,1200,3.0,0.0,78.0,Hadapsar,0.13719344497259522,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1581,3.0,3.0,76.0,Hadapsar Industrial Estate,0.46380251891816315,hospital
Super built-up  Area,18-Dec,4 BHK,Prtates,2882,5.0,1.0,200.0,Hingne Khurd,0.9531895411569278,hospital
Plot  Area,Ready To Move,5 Bedroom,,1440,5.0,2.0,97.0,Jangali Maharaj Road,0.27744648004767714,school
Super built-up  Area,Ready To Move,3 BHK,RahtsHe,2180,3.0,3.0,273.0,Kalyani Nagar,0.5516796990202888,petrol_pumps
Built-up  Area,Ready To Move,4 Bedroom,,7000,8.0,,450.0,Karve Nagar,0.11951772386517168,hospital
Super built-up  Area,Ready To Move,2 BHK,SLtias ,985,2.0,1.0,38.92,Karve Road,0.6649841325432793,hospital
Built-up  Area,Ready To Move,2 BHK,Sondaka,950,2.0,2.0,35.0,Kasba Peth,0.733936441389537,hospital
Super built-up  Area,Ready To Move,2 BHK,,1339,2.0,2.0,55.0,Katraj,0.9679290974285755,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Spity E,1449,3.0,1.0,72.0,Khadaki,0.258956733753654,school
Plot  Area,Ready To Move,4 Bedroom,,1200,4.0,2.0,180.0,Khadki,0.8207522934241979,school
Super built-up  Area,18-May,2 BHK,,1100,2.0,2.0,38.68,Kharadi,0.8822791414048339,hospital
Super built-up  Area,Ready To Move,2 BHK,Soose P,929 - 1078,2.0,0.0,28.095,Kondhwa,0.2673176193048684,school
Built-up  Area,Ready To Move,3 Bedroom,,2700,3.0,2.0,200.0,Kondhwa Budruk,0.8800622158905683,hospital
Super built-up  Area,Ready To Move,2 BHK,,1100,2.0,3.0,55.0,Kondhwa Khurd,0.13417306630409687,school
Built-up  Area,18-Dec,2 BHK,,1140,2.0,1.0,32.92,Koregaon Park,0.629800918366535,hospital
Plot  Area,Ready To Move,3 Bedroom,Prldsum,3009,3.0,2.0,330.0,Kothrud,0.8123211363433602,hospital
Super built-up  Area,Ready To Move,8 BHK,,3300,8.0,3.0,310.0,Law College Road,0.781286277288434,hospital
Built-up  Area,Ready To Move,2 BHK,,800,1.0,2.0,30.0,Laxmi Road,0.2938937902196058,school
Built-up  Area,Ready To Move,5 Bedroom,,2000,4.0,0.0,65.0,Lulla Nagar,0.30522878403407094,hospital
Plot  Area,Ready To Move,4 Bedroom,,1200,4.0,1.0,190.0,Mahatma Gandhi Road,0.19082018160882308,hospital
Built-up  Area,Ready To Move,2 BHK,Icncy R,1300,2.0,3.0,95.0,Mangalwar peth,0.01613686665013314,hospital
Super built-up  Area,Ready To Move,2 BHK,Hahtsya,1220,2.0,2.0,60.0,Manik Bagh,0.5043649360572307,school
Super built-up  Area,Ready To Move,3 BHK,SoniaEt,2289,3.0,2.0,178.0,Market yard,0.43446599494756044,school
Super built-up  Area,18-Jan,2 BHK,Suhamra,1170,2.0,1.0,56.0,Model colony,0.09357224868514091,hospital
Super built-up  Area,Ready To Move,2 BHK,,1350,2.0,2.0,89.5,Mukund Nagar,0.9495544745531581,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Prrtht ,883,2.0,1.0,45.0,Mundhawa,0.34039960559634563,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Soitya ,1698,3.0,2.0,125.0,Nagar Road,0.10045561442203343,school
Super built-up  Area,18-May,4 BHK,SNbay G,2150 - 2225,4.0,0.0,105.0,Nana Peth,0.4731354672119319,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1060,2.0,1.0,58.5,Narayan Peth,0.6609607235362568,school
Super built-up  Area,Ready To Move,2 BHK,ManceEl,1185,2.0,2.0,75.0,Narayangaon,0.011653777232439655,petrol_pumps
Super built-up  Area,20-Dec,3 BHK,SollyCl,2051,3.0,1.0,180.0,Navi Peth,0.21832391064539902,school
Super built-up  Area,Ready To Move,2 BHK,,1404,2.0,1.0,72.0,Padmavati,0.9487509403103268,hospital
Super built-up  Area,Ready To Move,2 BHK,Brods W,1252,2.0,1.0,67.0,Parvati Darshan,0.14148638833496963,petrol_pumps
Super built-up  Area,18-Mar,3 BHK,,1885,3.0,1.0,125.0,Pashan,0.9401111304854632,school
Built-up  Area,Ready To Move,6 BHK,,3381,6.0,3.0,225.0,Paud Road,0.05336261776555884,hospital
Super built-up  Area,Ready To Move,2 BHK,,980,2.0,2.0,42.0,Pirangut,0.43618039213967474,hospital
Super built-up  Area,Ready To Move,3 BHK,PhestOn,2500,3.0,3.0,340.0,Prabhat Road,0.7743184046508673,petrol_pumps
Super built-up  Area,19-Jan,3 BHK,,1420,3.0,1.0,66.0,Pune Railway Station,0.7862437280172797,hospital
Plot  Area,Ready To Move,6 Bedroom,,1166,6.0,,135.0,Rasta Peth,0.03358512741728814,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,2312,3.0,2.0,156.0,Raviwar Peth,0.5316689325366779,hospital
Super built-up  Area,Ready To Move,4 BHK,Golmsoy,3000,4.0,,130.0,Sadashiv Peth,0.3236562410897532,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1175,2.0,1.0,70.0,Sahakar Nagar,0.14043782162000784,school
Super built-up  Area,Ready To Move,2 BHK,,1145,2.0,2.0,51.0,Salunke Vihar,0.11707809050358364,hospital
Built-up  Area,Ready To Move,2 BHK,Suwerlo,970,2.0,1.0,52.5,Sasson Road,0.29803532591261606,school
Built-up  Area,18-Dec,2 BHK,,1125,2.0,1.0,32.49,Satara Road,0.6642521499086009,school
Super built-up  Area,19-Sep,3 BHK,DSersus,1520 - 1759,3.0,0.0,92.63,Senapati Bapat Road,0.14837986441941942,school
Built-up  Area,Ready To Move,4 BHK,ImiteEl,5000,4.0,,300.0,Shaniwar Peth,0.6440226893439468,hospital
Built-up  Area,Ready To Move,3 BHK,,2150,3.0,3.0,240.0,Shivaji Nagar,0.4215320103914232,school
Super built-up  Area,18-Jul,3 BHK,ViistLa,1635,3.0,1.0,57.0,Shukrawar Peth,0.996871352564645,petrol_pumps
Built-up  Area,Ready To Move,3 Bedroom,Femes S,3425,3.0,1.0,320.0,Sinhagad Road,0.2556549095102614,school
Built-up  Area,19-Mar,4 Bedroom,Gollela,2950,4.0,3.0,253.0,Somwar Peth,0.0590074878632344,hospital
Super built-up  Area,18-Dec,1 BHK,Vaniai ,1200,2.0,1.0,66.0,Swargate,0.15055188156954735,hospital
Super built-up  Area,Ready To Move,3 BHK,,1335,2.0,2.0,73.43,Tilak Road,0.5281026608634191,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Brium C,4450,6.0,0.0,449.0,Uruli Devachi,0.16116724002588145,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,IBityin,1166,2.0,1.0,64.08,Vadgaon Budruk,0.15425514471455637,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,PhestOn,2390,3.0,1.0,372.0,Wadgaon Sheri,0.7332394940456589,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1460,2.0,1.0,90.0,Viman Nagar,0.013231445926482843,hospital
Super built-up  Area,Ready To Move,3 BHK,Daxir E,1690,3.0,3.0,50.0,Vishrant Wadi,0.08925438309271061,school
Plot  Area,Ready To Move,4 Bedroom,,1386,3.0,2.0,93.0,Wagholi,0.5975937611541324,school
Super built-up  Area,Ready To Move,2 BHK,,1090,2.0,2.0,32.0,Wakadewadi,0.4129071038500495,petrol_pumps
Super built-up  Area,21-Dec,3 BHK,Bhe 2ko,1732,3.0,1.0,85.73,Wanowrie,0.7057140713155504,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1390,2.0,1.0,72.0,Warje,0.48229241230037645,hospital
Built-up  Area,Ready To Move,2 BHK,DShtsow,1095,2.0,1.0,85.41,Yerawada,0.7102873370706594,hospital
Super built-up  Area,19-Dec,1 BHK,VBn 2lm,416,1.0,1.0,17.19,Alandi Road,0.6341529098858297,school
Super built-up  Area,Ready To Move,3 BHK,,2400,2.0,3.0,50.0,Ambegaon Budruk,0.3450172225813293,hospital
